sparse_categorical_accuracy,sparse_top_k_categorical_accuracy,running_time,parameters,loss,power_draw,time_total,software,n_samples,batch_size,datadir,task,seconds,nogpu,architecture,dataset,model,externally_measured,diff,rel_diff
0.8299832344055176,0.9627302885055542,0.0504732414732006,30562527.0,0.7899845242500305,15.484456177653769,120.5301006380032,Tensorflow 2.17.0,2388.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),EfficientNetB5,21.105527638190804,5.621071460537035,0.2663317192016376
0.8262065649032593,0.961913287639618,0.0044635006620922,43265143.0,0.8213735222816467,1.4802155791936158,134.6548879740003,Tensorflow 2.17.0,30168.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),EfficientNetB6,1.909307875894988,0.42909229670137217,0.2247370903973437
0.8272870779037476,0.9645110368728638,0.0954412347507893,43265143.0,0.8117267489433289,26.989361184010598,121.01948566400095,Tensorflow 2.17.0,1268.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),EfficientNetB6,39.74763406940034,12.758272885389744,0.3209819448149665
0.828558623790741,0.9624552130699158,0.0067268919631824,66658687.0,0.8368602395057678,2.616975814018254,120.22301316599624,Tensorflow 2.17.0,17872.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),EfficientNetB7,3.222918531781558,0.6059427177633037,0.18801055992822505
0.8286163806915283,0.9638364911079408,0.1879342850833319,66658687.0,0.8546596765518188,52.75943387204547,119.52620531299908,Tensorflow 2.17.0,636.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),EfficientNetB7,73.58490566037736,20.82547178833189,0.28301282173886927
0.7377502918243408,0.9098691344261168,0.0007881748924798,7200312.0,1.1299710273742676,0.1564985259263629,99.98786685999949,Tensorflow 2.17.0,126860.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),EfficientNetV2B0,0.19864417468075043,0.04214564875438753,0.21216654765800008
0.7430192232131958,0.9060500264167786,0.0168670478224258,7200312.0,1.1301172971725464,1.3440689699742934,115.97782082699996,Tensorflow 2.17.0,6876.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),EfficientNetV2B0,2.6178010471204187,1.2737320771461254,0.4865656534698199
0.7587801814079285,0.9226478338241576,0.0009739321898251,8212124.0,1.0339291095733645,0.182143428018654,99.16577556799894,Tensorflow 2.17.0,101820.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),EfficientNetV2B1,0.2121390689451974,0.029995640926543415,0.14139611847873382
0.7574294209480286,0.9223625659942628,0.0219127167628159,8212124.0,1.0344386100769043,1.7881237997853563,117.97806705100083,Tensorflow 2.17.0,5384.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),EfficientNetV2B1,3.3432392273402005,1.5551154275548442,0.4651523034419694
0.77414870262146,0.9300212264060974,0.0010585370122875,10178374.0,0.9691844582557678,0.2150620032365262,151.44700742200075,Tensorflow 2.17.0,143072.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),EfficientNetV2B2,0.27678371728919704,0.06172171405267085,0.2229961887107001
0.7775609493255615,0.926341474056244,0.0291245437929266,10178374.0,0.9667374491691588,2.367063646649385,119.41062955099916,Tensorflow 2.17.0,4100.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),EfficientNetV2B2,4.390243902439025,2.0231802557896397,0.4608355027076401
0.8052788972854614,0.9487890005111694,0.0013523352269252,14467622.0,0.8290432691574097,0.2787602476052461,115.68957399300416,Tensorflow 2.17.0,85548.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),EfficientNetV2B3,0.3366531070276336,0.05789285942238753,0.17196591450925028
0.8062412142753601,0.9509872794151306,0.0203701718004215,14467622.0,0.8312051892280579,2.2209925992066437,115.53961445199091,Tensorflow 2.17.0,5672.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),EfficientNetV2B3,3.173483779971791,0.9524911807651475,0.3001405542944398
0.8463533520698547,0.9693584442138672,0.0049247021457469,119027848.0,1.5718437433242798,1.7513375039819312,123.43273458100155,Tensorflow 2.17.0,25064.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),EfficientNetV2L,2.1544845196297477,0.4031470156478165,0.18711994074438656
0.8427419066429138,0.9717742204666138,0.1216753097560432,119027848.0,1.5835710763931274,34.26303176184484,120.7019072779949,Tensorflow 2.17.0,992.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),EfficientNetV2L,47.17741935483835,12.914387592993506,0.27374086521900975
0.8402753472328186,0.968413770198822,0.0034965680067971,54431388.0,1.547567367553711,0.9650169406659008,120.88334913099244,Tensorflow 2.17.0,34572.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),EfficientNetV2M,1.249566122874002,0.2845491822081012,0.22771838720598322
0.8400195837020874,0.9745596647262572,0.0592221654882586,54431388.0,1.5382930040359497,16.70524122344918,121.0501062580006,Tensorflow 2.17.0,2044.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),EfficientNetV2M,24.65753424657534,7.952293023126163,0.32250966149344995
0.8321418762207031,0.9639501571655272,0.0019151919195433,21612360.0,0.7166597247123718,0.4273154127996997,112.52135565700884,Tensorflow 2.17.0,58752.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),EfficientNetV2S,0.551470588235294,0.12415517543559434,0.22513471812321112
0.8319066166877747,0.9640077948570251,0.0231446552645924,21612360.0,0.7254734635353088,6.609897990296965,118.96352806000505,Tensorflow 2.17.0,5140.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),EfficientNetV2S,9.105058365758685,2.4951603754617206,0.2740411181596868
0.7885246872901917,0.9420289993286132,0.0032187605163043,55873736.0,0.914231538772583,0.6485474890835157,113.71237151999958,Tensorflow 2.17.0,35328.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),InceptionResNetV2,0.8152173913043478,0.1666699022208321,0.2044484133908874
0.7903780341148376,0.9402921199798584,0.0257923315386593,55873736.0,0.9201477766036988,7.433669639930181,120.089095643998,Tensorflow 2.17.0,4656.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),InceptionResNetV2,10.051546391752577,2.617876751822396,0.26044517428386915
0.7634943723678589,0.9266850352287292,0.001123323631927,23851784.0,1.037935733795166,0.2697342990029522,112.462668734006,Tensorflow 2.17.0,100116.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),InceptionV3,0.32362459546925565,0.053890296466303445,0.16652101608087766
0.7709510922431946,0.9304123520851136,0.0101226372967246,23851784.0,1.003757357597351,2.804150201334273,121.7550814050046,Tensorflow 2.17.0,12028.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),InceptionV3,3.8909211839042235,1.0867709825699503,0.27930943116135387
0.612930417060852,0.8223938941955566,0.00033763267714,4253864.0,1.8112459182739256,0.1053420758458442,128.95947629900184,Tensorflow 2.17.0,381952.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),MobileNet,0.13195375335120643,0.02661167750536224,0.20167427473270075
0.6129032373428345,0.8230597376823425,0.009297060100527,4253864.0,1.8162180185317995,0.7598552552711689,116.43638069900044,Tensorflow 2.17.0,12524.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),MobileNet,1.4372404982433726,0.6773852429722037,0.47130959905465997
0.6155121922492981,0.8268135190010071,0.000501295130587,3538984.0,1.7858465909957886,0.1279820242159126,134.81029169799876,Tensorflow 2.17.0,268924.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),MobileNetV2,0.16064018086894438,0.03265815665303179,0.2033000490685167
0.6244999766349792,0.8288999795913696,0.0115277606189993,3538984.0,1.7490675449371338,0.89971297844868,115.2776061899931,Tensorflow 2.17.0,10000.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),MobileNetV2,1.439999999999928,0.540287021551248,0.3751993205217187
0.8193121552467346,0.956415355205536,0.0043491419774798,88949818.0,0.8338586091995239,1.1592882556120594,131.51805339899147,Tensorflow 2.17.0,30240.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),NASNetLarge,1.5476190476190477,0.3883307920069883,0.25092143483528473
0.8132961988449097,0.9558120965957642,0.0480989618069259,88949818.0,0.8559641242027283,13.523453206970588,120.82459205899796,Tensorflow 2.17.0,2512.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),NASNetLarge,18.630573248407643,5.107120041437055,0.27412575948910006
0.6966681480407715,0.8818202018737793,0.0032811861115273,5326716.0,1.344181776046753,0.3710264448535498,117.38771432600332,Tensorflow 2.17.0,35776.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),NASNetMobile,0.5031305903398927,0.13210414548634292,0.26256432827330023
0.7061243057250977,0.8836380243301392,0.0123476919587757,5326716.0,1.315732479095459,1.1309682924918758,135.0837500290072,Tensorflow 2.17.0,10940.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),NASNetMobile,1.9744058500914077,0.8434375575995319,0.42718550371013325
0.7008780241012573,0.8853563666343689,0.0006735813494762,25636712.0,1.3248300552368164,0.2732279846843137,122.438229056992,Tensorflow 2.17.0,181772.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),ResNet50,0.3366855181216029,0.06345753343728922,0.18847716941115905
0.7003591656684875,0.8844109177589417,0.0087207425665221,25636712.0,1.3357652425765991,2.451642559207009,121.39273652598786,Tensorflow 2.17.0,13920.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet50,3.3620689655172415,0.9104264063102327,0.27079349521022306
0.7177804708480835,0.8957623243331909,0.0013959930675592,44707176.0,1.2551347017288208,0.4070902331706971,126.16985344600108,Tensorflow 2.17.0,90380.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),ResNet101,0.5178136755919451,0.11072344242124804,0.21382873346223072
0.7165203094482422,0.8948957324028015,0.0161293202353192,44707176.0,1.2741751670837402,4.534625719215297,117.55048587500642,Tensorflow 2.17.0,7288.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet101,6.421514818880351,1.886889099665054,0.2938386273153614
0.7244111895561218,0.8996074795722961,0.0025788122977182,60419944.0,1.226055383682251,0.6183463234609253,105.11238925499492,Tensorflow 2.17.0,40760.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),ResNet152,0.7948969578017664,0.17655063434084106,0.22210505727570007
0.7262090444564819,0.9001560211181641,0.0236178746154436,60419944.0,1.228702187538147,6.683291939721132,121.11246102799488,Tensorflow 2.17.0,5128.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet152,9.126365054602115,2.443073114880983,0.26769399429721746
0.6514512300491333,0.8554802536964417,0.0006185344125883,25613800.0,1.802130103111267,0.2069837940659805,129.57058874900395,Tensorflow 2.17.0,209480.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),ResNet50V2,0.257781172426962,0.05079737836098153,0.1970562003529335
0.6536690592765808,0.8561151027679443,0.0085799492765473,25613800.0,1.7897518873214722,2.2452276985599884,119.26129494400811,Tensorflow 2.17.0,13900.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet50V2,3.366906474820144,1.1216787762601554,0.33314818354735387
0.6724879145622253,0.8692522644996643,0.0013852564704214,44675560.0,1.7875947952270508,0.340116847077491,147.61847051398945,Tensorflow 2.17.0,106564.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),ResNet101V2,0.4391727037273376,0.09905585664984656,0.22555103222295403
0.672331690788269,0.869513213634491,0.0013980557626539,44675560.0,1.786777138710022,0.3394763750735701,109.82007626799168,Tensorflow 2.17.0,78552.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),ResNet101V2,0.4124656278643446,0.0729892527907745,0.17695838843274442
0.6697033047676086,0.8699895739555359,0.0155997859044775,44675560.0,1.7851897478103638,4.465406499965372,119.86875489000522,Tensorflow 2.17.0,7684.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet101V2,6.0905778240499275,1.6251713240845556,0.2668336849202098
0.6706370711326599,0.8699143528938293,0.0155595336148272,44675560.0,1.786862850189209,4.5334120592489935,116.26083516998916,Tensorflow 2.17.0,7472.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet101V2,6.263383297644539,1.729971238395546,0.2762039549848615
0.6788015365600586,0.8718661069869995,0.0014156952621387,60380648.0,1.7346186637878418,0.5004726853367221,121.29110727900115,Tensorflow 2.17.0,85676.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),ResNet152V2,0.7983565992810122,0.29788391394429015,0.3731213773551316
0.6767899990081787,0.8710780143737793,0.0237774073049067,60380648.0,1.7475558519363403,6.190859678827772,118.22126911999658,Tensorflow 2.17.0,4972.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet152V2,8.688656476267095,2.4977967974393227,0.2874779091867665
0.7770876288414001,0.9353441596031188,0.0008986312360669,22910480.0,0.9759597182273864,0.3871574309026214,116.60998371698952,Tensorflow 2.17.0,129764.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),Xception,0.47162541228692095,0.08446798138429956,0.17909972445020012
0.7805744409561157,0.9346818923950196,0.0182974688448115,22910480.0,0.975929856300354,4.754456539240136,118.49440823899933,Tensorflow 2.17.0,6476.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),Xception,6.670784434836318,1.916327895596182,0.28727174657131654
0.710209846496582,0.8928958773612976,0.000531503891505,5507432.0,1.2825535535812378,0.1406422631823236,103.94940508498983,Tensorflow 2.17.0,195576.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),MobileNetV3Large,0.18407166523499816,0.043429402052674565,0.23593746488483003
0.713055431842804,0.8936265707015991,0.0034218464880781,5507432.0,1.2785000801086426,0.7896973376397239,121.98198360700916,Tensorflow 2.17.0,35648.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),MobileNetV3Large,1.1108617594254937,0.32116442178576976,0.2891128613085637
0.6323550939559937,0.8374788761138916,0.0004708285352252,2554968.0,1.6684008836746216,0.1161193066744043,126.93913972500012,Tensorflow 2.17.0,269608.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,0,NVIDIA GeForce RTX 4090,ImageNet (ILSVRC 2012),MobileNetV3Small,0.1468799145425925,0.030760607868188197,0.20942691833653118
0.6325358748435974,0.836911678314209,0.0021618172163907,2554968.0,1.6701171398162842,0.4841425090911716,121.63248386300984,Tensorflow 2.17.0,56264.0,4.0,/data/d1/fischer_diss/imagenet,Inference,120,1,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),MobileNetV3Small,0.7038248258211289,0.2196823167299573,0.3121264108205636
